,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Csnk1g3,5.15E-303,0.656938826,0.798,0.314,1.07E-298,M-MDSC,Csnk1g3
Nap1l11,6.03E-303,0.69125626,0.888,0.383,1.25E-298,M-MDSC,Nap1l1
Nme1,6.13E-303,0.696373523,0.875,0.355,1.28E-298,M-MDSC,Nme1
Fam168a,2.90E-302,0.484628776,0.625,0.185,6.04E-298,M-MDSC,Fam168a
1.Mar,3.22E-302,0.862968287,0.731,0.268,6.70E-298,M-MDSC,1.Mar
Hadha,4.08E-302,0.535881394,0.698,0.241,8.48E-298,M-MDSC,Hadha
Prom1,5.65E-302,0.300377339,0.253,0.009,1.17E-297,M-MDSC,Prom1
Anxa4,1.55E-301,0.649685899,0.774,0.279,3.23E-297,M-MDSC,Anxa4
Asap1,3.25E-301,1.011032739,0.931,0.54,6.75E-297,M-MDSC,Asap1
Marco,4.51E-301,0.668279053,0.483,0.098,9.38E-297,M-MDSC,Marco
Ano6,4.82E-300,0.683611181,0.787,0.307,1.00E-295,M-MDSC,Ano6
Psen2,5.38E-300,0.527291383,0.662,0.211,1.12E-295,M-MDSC,Psen2
Mitf,5.63E-298,0.853091578,0.861,0.377,1.17E-293,M-MDSC,Mitf
Tob1,1.32E-297,0.35806806,0.556,0.136,2.75E-293,M-MDSC,Tob1
Abhd5,1.85E-297,0.432084149,0.586,0.162,3.85E-293,M-MDSC,Abhd5
Ywhag,2.21E-295,0.657752215,0.831,0.351,4.60E-291,M-MDSC,Ywhag
Tmem135,4.96E-294,0.733919544,0.849,0.368,1.03E-289,M-MDSC,Tmem135
Nol4l,1.12E-293,0.504296991,0.388,0.064,2.32E-289,M-MDSC,Nol4l
Mt1,1.19E-293,0.761421235,0.974,0.477,2.47E-289,M-MDSC,Mt1
Vcp1,1.20E-293,0.687736064,0.889,0.377,2.49E-289,M-MDSC,Vcp
Acss1,1.27E-293,0.467236793,0.389,0.063,2.64E-289,M-MDSC,Acss1
Arhgap39,1.52E-293,0.449446153,0.436,0.086,3.15E-289,M-MDSC,Arhgap39
Nipa21,4.08E-293,0.585644362,0.806,0.321,8.48E-289,M-MDSC,Nipa2
Stk10,1.43E-292,0.549950232,0.815,0.312,2.97E-288,M-MDSC,Stk10
Hnrnpll,2.52E-292,0.626077686,0.658,0.217,5.24E-288,M-MDSC,Hnrnpll
Mmp19,2.20E-291,0.759015719,0.508,0.126,4.57E-287,M-MDSC,Mmp19
Spire11,1.76E-288,0.514080409,0.467,0.105,3.66E-284,M-MDSC,Spire1
Pltp,2.55E-288,0.562880101,0.556,0.152,5.30E-284,M-MDSC,Pltp
Rock2,5.78E-288,0.668447068,0.874,0.382,1.20E-283,M-MDSC,Rock2
Nup2101,2.32E-286,0.410297847,0.426,0.079,4.83E-282,M-MDSC,Nup210
Plekhb2,6.21E-286,0.525339895,0.621,0.199,1.29E-281,M-MDSC,Plekhb2
Mpc2,1.29E-285,0.663929439,0.861,0.381,2.69E-281,M-MDSC,Mpc2
Prag1,2.04E-285,0.447988027,0.375,0.059,4.24E-281,M-MDSC,Prag1
Fam122b,2.04E-285,0.39710592,0.27,0.018,4.25E-281,M-MDSC,Fam122b
Ubash3b,2.99E-285,0.85598542,0.872,0.416,6.22E-281,M-MDSC,Ubash3b
Ggnbp2,3.06E-285,0.671722295,0.92,0.449,6.36E-281,M-MDSC,Ggnbp2
Trerf11,3.39E-285,0.55653657,0.615,0.187,7.05E-281,M-MDSC,Trerf1
A930007I19Rik,4.20E-285,0.586517461,0.579,0.172,8.74E-281,M-MDSC,A930007I19Rik
Tmem245,6.52E-285,0.458501071,0.467,0.106,1.36E-280,M-MDSC,Tmem245
Areg,1.67E-284,0.897402938,0.392,0.068,3.47E-280,M-MDSC,Areg
Top1,2.90E-284,0.944178568,0.963,0.662,6.03E-280,M-MDSC,Top1
Tlr8,1.25E-283,0.437850105,0.398,0.072,2.59E-279,M-MDSC,Tlr8
Rad23b,2.12E-283,0.57756772,0.704,0.257,4.41E-279,M-MDSC,Rad23b
Dse,7.83E-283,0.600861357,0.51,0.137,1.63E-278,M-MDSC,Dse
Ncor2,6.39E-282,0.484687764,0.536,0.15,1.33E-277,M-MDSC,Ncor2
Cdc14b,1.22E-281,0.555249538,0.419,0.079,2.55E-277,M-MDSC,Cdc14b
Samd8,2.42E-281,0.52082236,0.686,0.241,5.04E-277,M-MDSC,Samd8
Abracl,3.48E-279,0.745999928,0.943,0.482,7.24E-275,M-MDSC,Abracl
Rbm7,7.16E-279,0.520865543,0.747,0.284,1.49E-274,M-MDSC,Rbm7
Ddx46,5.85E-278,0.503349774,0.746,0.281,1.22E-273,M-MDSC,Ddx46
Fbxl17,9.15E-278,0.734682368,0.879,0.405,1.90E-273,M-MDSC,Fbxl17
Tmem1601,1.85E-277,0.623637239,0.825,0.334,3.86E-273,M-MDSC,Tmem160
Chp1,2.53E-277,0.556923386,0.902,0.413,5.27E-273,M-MDSC,Chp1
Hspa12a,4.48E-277,0.322347726,0.277,0.022,9.31E-273,M-MDSC,Hspa12a
Fry,1.16E-276,0.515933765,0.851,0.344,2.41E-272,M-MDSC,Fry
Rpn1,1.81E-276,0.520749289,0.669,0.227,3.77E-272,M-MDSC,Rpn1
Kctd12b,4.53E-276,0.342089032,0.271,0.021,9.42E-272,M-MDSC,Kctd12b
Clec1b,2.22E-275,0.460798194,0.339,0.048,4.61E-271,M-MDSC,Clec1b
Enpp1,3.93E-275,0.425914133,0.387,0.07,8.17E-271,M-MDSC,Enpp1
Ddb1,1.45E-273,0.505281731,0.66,0.231,3.02E-269,M-MDSC,Ddb1
Pdia3,1.80E-273,0.713412794,0.923,0.425,3.75E-269,M-MDSC,Pdia3
Hcfc1r1,2.26E-273,0.525908764,0.766,0.301,4.70E-269,M-MDSC,Hcfc1r1
Pkp4,3.16E-273,0.65777046,0.557,0.167,6.56E-269,M-MDSC,Pkp4
Ldlr1,3.25E-273,0.654610581,0.604,0.198,6.76E-269,M-MDSC,Ldlr
Dnajb9,5.53E-273,0.501569468,0.739,0.271,1.15E-268,M-MDSC,Dnajb9
Lamtor2,1.42E-272,0.643136533,0.89,0.404,2.95E-268,M-MDSC,Lamtor2
Xpnpep1,2.21E-272,0.477375492,0.522,0.144,4.60E-268,M-MDSC,Xpnpep1
Fam129b,2.44E-272,0.596020641,0.596,0.189,5.08E-268,M-MDSC,Fam129b
Alas1,3.95E-272,0.469618521,0.709,0.245,8.22E-268,M-MDSC,Alas1
Cisd1,6.04E-272,0.51217371,0.564,0.168,1.26E-267,M-MDSC,Cisd1
Aco1,6.20E-272,0.449812975,0.42,0.09,1.29E-267,M-MDSC,Aco1
Kif13a,1.21E-271,0.449452665,0.599,0.185,2.51E-267,M-MDSC,Kif13a
Tle1,1.22E-271,0.449406587,0.42,0.086,2.54E-267,M-MDSC,Tle1
Slc36a4,1.53E-270,0.471196216,0.51,0.138,3.19E-266,M-MDSC,Slc36a4
S100a13,1.95E-270,0.574133254,0.781,0.317,4.05E-266,M-MDSC,S100a13
Sec24a,2.08E-270,0.515847419,0.641,0.216,4.32E-266,M-MDSC,Sec24a
Naa50,1.84E-269,0.531971929,0.78,0.305,3.83E-265,M-MDSC,Naa50
Tulp4,4.29E-269,0.525688747,0.707,0.26,8.92E-265,M-MDSC,Tulp4
Selenos,6.04E-269,0.528790589,0.781,0.308,1.26E-264,M-MDSC,Selenos
Gltp,8.89E-269,0.513249517,0.74,0.282,1.85E-264,M-MDSC,Gltp
Rufy4,1.33E-268,0.257712437,0.253,0.015,2.77E-264,M-MDSC,Rufy4
Ocln,3.50E-268,0.444090559,0.272,0.023,7.27E-264,M-MDSC,Ocln
Kmt5a,3.79E-268,0.50830597,0.691,0.246,7.89E-264,M-MDSC,Kmt5a
Scarb1,1.64E-267,0.41489544,0.436,0.096,3.40E-263,M-MDSC,Scarb1
Nedd9,6.81E-267,0.674764913,0.971,0.653,1.42E-262,M-MDSC,Nedd9
Cox6b2,7.19E-267,0.344338165,0.266,0.021,1.49E-262,M-MDSC,Cox6b2
Fam89a,1.15E-266,0.293512196,0.238,0.012,2.40E-262,M-MDSC,Fam89a
Ppp1r14b,2.74E-266,0.656327337,0.92,0.412,5.70E-262,M-MDSC,Ppp1r14b
Tkt,5.85E-266,0.644248995,0.911,0.42,1.22E-261,M-MDSC,Tkt
Me2,7.28E-266,0.426006635,0.544,0.153,1.51E-261,M-MDSC,Me2
Ch25h,4.70E-265,0.468318359,0.263,0.021,9.78E-261,M-MDSC,Ch25h
Mgst1,8.30E-265,0.529999278,0.886,0.361,1.73E-260,M-MDSC,Mgst1
Ipmk,1.36E-264,0.590184612,0.579,0.177,2.83E-260,M-MDSC,Ipmk
Lrmda,3.91E-264,0.780743661,0.981,0.643,8.12E-260,M-MDSC,Lrmda
Malt11,1.42E-263,0.893894755,0.972,0.632,2.96E-259,M-MDSC,Malt1
Kazald1,1.90E-263,0.309638023,0.254,0.018,3.96E-259,M-MDSC,Kazald1
Ppp3r1,2.05E-263,0.461073922,0.577,0.179,4.26E-259,M-MDSC,Ppp3r1
Mamld1,2.44E-262,0.435114535,0.317,0.042,5.08E-258,M-MDSC,Mamld1
Tmem14c,2.96E-262,0.65196257,0.827,0.351,6.15E-258,M-MDSC,Tmem14c
Cndp2,7.27E-262,0.621719187,0.815,0.316,1.51E-257,M-MDSC,Cndp2
Atp6v1b2,8.57E-262,0.565350267,0.842,0.359,1.78E-257,M-MDSC,Atp6v1b2
Mgst3,1.95E-261,0.461993672,0.44,0.105,4.06E-257,M-MDSC,Mgst3
Klf4,3.34E-261,0.612680272,0.784,0.308,6.95E-257,M-MDSC,Klf4
App,5.93E-261,0.655363327,0.991,0.803,1.23E-256,M-MDSC,App
Cdc42se2,8.71E-261,0.652112557,0.839,0.377,1.81E-256,M-MDSC,Cdc42se2
Mtdh,2.53E-260,0.61792405,0.901,0.412,5.26E-256,M-MDSC,Mtdh
Ogdh,1.39E-259,0.470039926,0.733,0.281,2.88E-255,M-MDSC,Ogdh
Ccdc86,3.50E-259,0.475874487,0.648,0.227,7.28E-255,M-MDSC,Ccdc86
Cox5a1,5.21E-259,0.747746487,0.97,0.567,1.08E-254,M-MDSC,Cox5a
Slc25a36,6.30E-259,0.461901179,0.594,0.189,1.31E-254,M-MDSC,Slc25a36
Gpcpd1,8.73E-259,0.570825091,0.936,0.466,1.82E-254,M-MDSC,Gpcpd1
Mcam,1.28E-258,0.308608527,0.241,0.014,2.67E-254,M-MDSC,Mcam
Tgfbr2,1.60E-258,0.56707514,0.853,0.375,3.32E-254,M-MDSC,Tgfbr2
Rplp11,1.00E-257,0.673849014,0.996,0.861,2.08E-253,M-MDSC,Rplp1
Tmem256,1.93E-257,0.548668959,0.729,0.273,4.02E-253,M-MDSC,Tmem256
AW1120101,2.88E-257,0.875317165,0.874,0.395,5.99E-253,M-MDSC,AW112010
Akap131,4.30E-257,0.80938495,0.98,0.744,8.94E-253,M-MDSC,Akap13
Arl6ip1,4.70E-257,0.676922155,0.898,0.428,9.77E-253,M-MDSC,Arl6ip1
Capn15,7.59E-257,0.48659036,0.487,0.127,1.58E-252,M-MDSC,Capn15
Eif5b,7.68E-257,0.526476384,0.765,0.306,1.60E-252,M-MDSC,Eif5b
Gpat3,8.44E-257,0.345633627,0.665,0.205,1.75E-252,M-MDSC,Gpat3
Hmgcs1,9.66E-257,0.502319313,0.483,0.128,2.01E-252,M-MDSC,Hmgcs1
Dcun1d3,1.31E-256,0.422282899,0.441,0.1,2.72E-252,M-MDSC,Dcun1d3
Metap2,1.45E-256,0.547590735,0.711,0.27,3.02E-252,M-MDSC,Metap2
Gstm1,9.45E-256,0.503220824,0.557,0.165,1.97E-251,M-MDSC,Gstm1
Ctss,1.19E-255,0.326703876,0.995,0.648,2.48E-251,M-MDSC,Ctss
Zfand2a,2.33E-255,0.393056175,0.588,0.185,4.85E-251,M-MDSC,Zfand2a
G3bp1,2.56E-255,0.602991794,0.833,0.374,5.32E-251,M-MDSC,G3bp1
Tmed5,2.65E-255,0.570368685,0.873,0.399,5.52E-251,M-MDSC,Tmed5
Mtss1,3.68E-255,0.641109447,0.774,0.315,7.66E-251,M-MDSC,Mtss1
Sav1,9.63E-255,0.487406849,0.673,0.248,2.00E-250,M-MDSC,Sav1
Sec22b,1.09E-254,0.424423495,0.658,0.232,2.26E-250,M-MDSC,Sec22b
Clock,1.60E-253,0.53864909,0.599,0.202,3.34E-249,M-MDSC,Clock
Vim,1.65E-253,0.702050757,0.992,0.726,3.44E-249,M-MDSC,Vim
Ccl6,2.48E-253,0.732457657,0.996,0.805,5.16E-249,M-MDSC,Ccl6
Cyp4f16,6.64E-253,0.34490254,0.388,0.077,1.38E-248,M-MDSC,Cyp4f16
Hmgn1,8.69E-253,0.485791919,0.7,0.259,1.81E-248,M-MDSC,Hmgn1
S100a10,1.84E-252,0.723838532,0.969,0.521,3.82E-248,M-MDSC,S100a10
Acot1,2.61E-252,0.299746826,0.314,0.042,5.43E-248,M-MDSC,Acot1
Flot2,2.43E-251,0.441464373,0.548,0.17,5.06E-247,M-MDSC,Flot2
Acox3,3.75E-251,0.480509284,0.628,0.216,7.80E-247,M-MDSC,Acox3
Gde1,5.92E-251,0.532813162,0.788,0.301,1.23E-246,M-MDSC,Gde1
Gns,1.10E-250,0.676771714,0.93,0.435,2.29E-246,M-MDSC,Gns
Rnf217,1.10E-250,0.869986096,0.571,0.186,2.29E-246,M-MDSC,Rnf217
Atp5a1,1.97E-249,0.703535529,0.948,0.485,4.09E-245,M-MDSC,Atp5a1
Hadhb,4.34E-249,0.412746607,0.581,0.188,9.02E-245,M-MDSC,Hadhb
Ybx1,6.92E-249,0.7284821,0.985,0.604,1.44E-244,M-MDSC,Ybx1
Igflr1,1.68E-248,0.294760638,0.248,0.019,3.50E-244,M-MDSC,Igflr1
Ckap2l,3.14E-248,0.949926763,0.749,0.319,6.53E-244,M-MDSC,Ckap2l
Lnx21,1.13E-247,0.430559939,0.365,0.065,2.34E-243,M-MDSC,Lnx2
Adcy7,2.03E-247,0.503189711,0.624,0.218,4.22E-243,M-MDSC,Adcy7
Mrpl51,3.92E-246,0.442554732,0.64,0.227,8.16E-242,M-MDSC,Mrpl51
Flna,1.03E-245,0.565527751,0.859,0.385,2.15E-241,M-MDSC,Flna
Ftl1,2.33E-245,0.580158738,0.998,0.975,4.84E-241,M-MDSC,Ftl1
Lyrm4,4.46E-245,0.353811186,0.358,0.067,9.27E-241,M-MDSC,Lyrm4
Sh3pxd2b,1.57E-244,0.515295793,0.668,0.244,3.27E-240,M-MDSC,Sh3pxd2b
Ncoa1,8.12E-244,0.53902755,0.866,0.401,1.69E-239,M-MDSC,Ncoa1
Rab32,9.39E-244,0.381232814,0.762,0.301,1.95E-239,M-MDSC,Rab32
Lypla2,1.63E-243,0.373008832,0.505,0.142,3.40E-239,M-MDSC,Lypla2
Eif3a,2.30E-243,0.63128322,0.912,0.429,4.77E-239,M-MDSC,Eif3a
Cluh,5.11E-243,0.382976564,0.39,0.084,1.06E-238,M-MDSC,Cluh
Chka,5.29E-243,0.79835889,0.886,0.466,1.10E-238,M-MDSC,Chka
Phlda3,6.08E-243,0.33802887,0.254,0.023,1.26E-238,M-MDSC,Phlda3
Dusp3,2.37E-242,0.498945352,0.612,0.216,4.92E-238,M-MDSC,Dusp3
mt-Nd4l,4.78E-242,0.435364282,0.536,0.165,9.95E-238,M-MDSC,mt-Nd4l
Mak,6.24E-242,0.28415926,0.242,0.019,1.30E-237,M-MDSC,Mak
4931406C07Rik,8.63E-242,0.408071764,0.375,0.077,1.80E-237,M-MDSC,4931406C07Rik
Rab101,1.39E-241,0.610702347,0.891,0.446,2.89E-237,M-MDSC,Rab10
Cnksr3,1.39E-241,0.508737042,0.372,0.074,2.89E-237,M-MDSC,Cnksr3
Cav1,1.57E-241,1.058187677,0.44,0.114,3.27E-237,M-MDSC,Cav1
Glud1,1.90E-241,0.545921893,0.908,0.434,3.96E-237,M-MDSC,Glud1
Hip1,1.96E-241,0.333120833,0.702,0.257,4.08E-237,M-MDSC,Hip1
Abr,2.64E-241,0.820435374,0.925,0.502,5.50E-237,M-MDSC,Abr
Gk,3.07E-241,0.534580775,0.87,0.41,6.38E-237,M-MDSC,Gk
Zbtb4,4.29E-241,0.335318966,0.354,0.065,8.91E-237,M-MDSC,Zbtb4
Emc6,1.00E-240,0.429544041,0.676,0.256,2.09E-236,M-MDSC,Emc6
Cyb561,1.63E-240,0.265694687,0.233,0.016,3.39E-236,M-MDSC,Cyb561
Pld1,1.85E-240,0.477827759,0.53,0.162,3.84E-236,M-MDSC,Pld1
C2cd2l,2.03E-240,0.377170467,0.389,0.085,4.22E-236,M-MDSC,C2cd2l
Atp2a2,4.33E-240,0.57592743,0.716,0.289,9.00E-236,M-MDSC,Atp2a2
Ebpl,4.75E-240,0.432423951,0.479,0.135,9.87E-236,M-MDSC,Ebpl
5730507C01Rik,1.18E-239,0.26256878,0.193,0.005,2.45E-235,M-MDSC,5730507C01Rik
Rftn11,2.24E-239,0.547119333,0.832,0.346,4.66E-235,M-MDSC,Rftn1
Pkig,2.61E-239,0.480993136,0.681,0.256,5.43E-235,M-MDSC,Pkig
Mtpn,3.10E-239,0.646823379,0.894,0.423,6.45E-235,M-MDSC,Mtpn
Usp14,4.76E-239,0.482654883,0.608,0.215,9.89E-235,M-MDSC,Usp14
Tbl1x1,6.33E-239,0.536186077,0.7,0.275,1.32E-234,M-MDSC,Tbl1x
Ddx39b1,7.55E-239,0.464097639,0.701,0.269,1.57E-234,M-MDSC,Ddx39b
H2-DMb11,1.50E-238,0.535950104,0.708,0.274,3.13E-234,M-MDSC,H2-DMb1
Atp13a3,1.85E-238,0.637999538,0.879,0.431,3.86E-234,M-MDSC,Atp13a3
Xist,3.30E-238,0.654872798,0.948,0.495,6.87E-234,M-MDSC,Xist
Rragc,1.02E-237,0.460108236,0.686,0.256,2.12E-233,M-MDSC,Rragc
Xrcc5,3.35E-237,0.288442741,0.311,0.045,6.97E-233,M-MDSC,Xrcc5
Uqcr11,3.35E-237,0.562284639,0.835,0.367,6.97E-233,M-MDSC,Uqcr11
Sfxn3,3.24E-236,0.411894997,0.523,0.163,6.73E-232,M-MDSC,Sfxn3
Epcam,5.27E-236,0.306105591,0.237,0.018,1.10E-231,M-MDSC,Epcam
Yeats4,9.27E-236,0.449304443,0.618,0.222,1.93E-231,M-MDSC,Yeats4
Dmxl2,1.54E-235,0.550371043,0.948,0.514,3.19E-231,M-MDSC,Dmxl2
Bend6,1.89E-235,0.338627831,0.308,0.048,3.94E-231,M-MDSC,Bend6
Clec4b1,3.47E-235,0.269974783,0.225,0.015,7.22E-231,M-MDSC,Clec4b1
Pi4k2a,5.52E-235,0.51010313,0.666,0.253,1.15E-230,M-MDSC,Pi4k2a
Sdc3,1.17E-234,0.389196252,0.668,0.238,2.44E-230,M-MDSC,Sdc3
Gab1,1.71E-234,0.606723498,0.569,0.188,3.56E-230,M-MDSC,Gab1
Tpp1,2.18E-234,0.467901201,0.738,0.273,4.53E-230,M-MDSC,Tpp1
Rassf5,7.84E-234,0.301953412,0.684,0.244,1.63E-229,M-MDSC,Rassf5
Gyg1,1.02E-233,0.484612458,0.726,0.281,2.11E-229,M-MDSC,Gyg
Hspd1,1.11E-233,0.477115672,0.758,0.308,2.31E-229,M-MDSC,Hspd1
Tmsb101,1.61E-233,0.652431528,0.981,0.545,3.35E-229,M-MDSC,Tmsb10
Atp13a2,1.99E-233,0.467695559,0.638,0.227,4.15E-229,M-MDSC,Atp13a2
Cdc42bpb,3.58E-233,0.455080598,0.471,0.134,7.44E-229,M-MDSC,Cdc42bpb
Synj2,1.02E-232,0.400028814,0.428,0.108,2.12E-228,M-MDSC,Synj2
Clec4a2,2.11E-232,0.311161593,0.641,0.213,4.38E-228,M-MDSC,Clec4a2
Capza2,2.62E-232,0.667119189,0.972,0.591,5.45E-228,M-MDSC,Capza2
Pqlc3,3.59E-232,0.35253461,0.477,0.134,7.46E-228,M-MDSC,Pqlc3
Snd11,1.04E-231,0.659596725,0.867,0.41,2.16E-227,M-MDSC,Snd1
Hilpda,1.81E-231,0.583224336,0.874,0.384,3.76E-227,M-MDSC,Hilpda
Leprot,2.78E-231,0.400328248,0.641,0.235,5.78E-227,M-MDSC,Leprot
Mgat1,7.54E-231,0.42468825,0.558,0.188,1.57E-226,M-MDSC,Mgat1
Dnajc3,2.39E-230,0.503155543,0.78,0.331,4.97E-226,M-MDSC,Dnajc3
Tlr7,3.46E-230,0.424348468,0.549,0.178,7.19E-226,M-MDSC,Tlr7
Trim25,5.89E-230,0.554220058,0.92,0.458,1.23E-225,M-MDSC,Trim25
Glrx5,1.17E-229,0.418810737,0.567,0.191,2.43E-225,M-MDSC,Glrx5
Asah1,1.89E-229,0.609266767,0.897,0.398,3.92E-225,M-MDSC,Asah1
Pik3r51,5.57E-229,0.53866448,0.814,0.357,1.16E-224,M-MDSC,Pik3r5
Gars,9.82E-229,0.375823802,0.605,0.213,2.04E-224,M-MDSC,Gars
Aig1,2.75E-228,0.550570841,0.66,0.245,5.71E-224,M-MDSC,Aig1
Stom,4.92E-228,0.438435861,0.499,0.152,1.02E-223,M-MDSC,Stom
Adam9,7.18E-228,0.497153055,0.61,0.223,1.49E-223,M-MDSC,Adam9
Cdk6,3.19E-227,0.505860316,0.877,0.418,6.63E-223,M-MDSC,Cdk6
Pwwp3a,4.33E-227,0.332266287,0.289,0.041,9.02E-223,M-MDSC,Pwwp3a
Cyb5b,5.25E-227,0.387066781,0.551,0.18,1.09E-222,M-MDSC,Cyb5b
Timm13,9.18E-227,0.505149681,0.81,0.356,1.91E-222,M-MDSC,Timm13
Fbxo30,1.42E-226,0.372357316,0.504,0.148,2.94E-222,M-MDSC,Fbxo30
Mbnl11,1.90E-226,0.510039983,0.929,0.481,3.96E-222,M-MDSC,Mbnl1
Arhgef6,2.28E-226,0.557878606,0.529,0.168,4.75E-222,M-MDSC,Arhgef6
Slc12a7,4.65E-226,0.333748519,0.33,0.06,9.68E-222,M-MDSC,Slc12a7
Frk,8.35E-226,0.3866483,0.213,0.013,1.74E-221,M-MDSC,Frk
Nabp1,2.68E-225,0.424035179,0.702,0.271,5.58E-221,M-MDSC,Nabp1
Dpysl21,2.79E-225,0.49223487,0.572,0.199,5.80E-221,M-MDSC,Dpysl2
Xlr,5.77E-225,0.443306204,0.264,0.031,1.20E-220,M-MDSC,Xlr
Sdhc,1.35E-224,0.411705584,0.566,0.193,2.80E-220,M-MDSC,Sdhc
Mink11,1.64E-224,0.354843779,0.429,0.111,3.42E-220,M-MDSC,Mink1
Cdv3,2.35E-224,0.488262087,0.755,0.323,4.89E-220,M-MDSC,Cdv3
Arl8b,3.25E-224,0.536990348,0.818,0.36,6.75E-220,M-MDSC,Arl8b
Cxcl1,3.26E-224,0.841397334,0.694,0.283,6.78E-220,M-MDSC,Cxcl1
Aldoc,4.22E-224,0.373193004,0.339,0.065,8.77E-220,M-MDSC,Aldoc
Dctn4,1.42E-223,0.424986998,0.703,0.281,2.95E-219,M-MDSC,Dctn4
Pim3,2.54E-223,0.438510634,0.685,0.258,5.27E-219,M-MDSC,Pim3
H2-DMa1,3.03E-223,0.478922445,0.773,0.32,6.30E-219,M-MDSC,H2-DMa
Tram1,6.97E-223,0.437438266,0.72,0.29,1.45E-218,M-MDSC,Tram1
Gm10134,1.11E-222,0.310888646,0.294,0.046,2.32E-218,M-MDSC,Gm10134
Wdr1,1.42E-222,0.485051986,0.829,0.373,2.95E-218,M-MDSC,Wdr1
Lrrc8b,3.33E-222,0.49282315,0.495,0.155,6.92E-218,M-MDSC,Lrrc8b
Larp11,5.19E-222,0.494430214,0.686,0.278,1.08E-217,M-MDSC,Larp1
Trio,6.21E-222,0.497390836,0.768,0.324,1.29E-217,M-MDSC,Trio
Ap1s2,8.63E-222,0.318843404,0.553,0.173,1.79E-217,M-MDSC,Ap1s2
Cct6a,2.22E-221,0.492869874,0.721,0.299,4.61E-217,M-MDSC,Cct6a
Brd2,2.86E-221,0.489933122,0.833,0.376,5.95E-217,M-MDSC,Brd2
Atg5,3.58E-221,0.441640908,0.665,0.261,7.45E-217,M-MDSC,Atg5
Cd200r1,8.83E-221,0.427556354,0.494,0.153,1.84E-216,M-MDSC,Cd200r1
Tent4b,1.33E-220,0.393657696,0.573,0.193,2.77E-216,M-MDSC,Tent4b
Renbp,2.09E-220,0.416892494,0.542,0.181,4.35E-216,M-MDSC,Renbp
Mctp1,3.22E-220,0.646375397,0.934,0.509,6.70E-216,M-MDSC,Mctp1
Dock1,3.86E-220,0.498149785,0.592,0.216,8.02E-216,M-MDSC,Dock1
Marveld2,4.79E-220,0.255074214,0.233,0.021,9.95E-216,M-MDSC,Marveld2
Slc39a1,5.21E-220,0.402084247,0.568,0.197,1.08E-215,M-MDSC,Slc39a1
Tagln21,5.43E-220,0.67989694,0.965,0.544,1.13E-215,M-MDSC,Tagln2
Nampt,8.54E-220,0.610616608,0.915,0.482,1.78E-215,M-MDSC,Nampt
Sbf21,2.59E-219,0.442010604,0.655,0.247,5.38E-215,M-MDSC,Sbf2
Actn1,3.43E-219,0.419534478,0.795,0.332,7.14E-215,M-MDSC,Actn1
Rpn2,4.36E-219,0.440084463,0.733,0.291,9.06E-215,M-MDSC,Rpn2
Ptpn12,6.06E-219,0.577599383,0.962,0.605,1.26E-214,M-MDSC,Ptpn12
Tbc1d20,2.78E-218,0.370223206,0.619,0.226,5.79E-214,M-MDSC,Tbc1d20
Capn2,2.99E-218,0.414427706,0.551,0.189,6.22E-214,M-MDSC,Capn2
Larp4b,1.39E-217,0.528168793,0.911,0.481,2.90E-213,M-MDSC,Larp4b
Aifm2,2.68E-217,0.38361733,0.41,0.105,5.58E-213,M-MDSC,Aifm2
Elovl6,9.56E-217,0.647936652,0.262,0.033,1.99E-212,M-MDSC,Elovl6
Vma21,9.76E-217,0.416757168,0.542,0.185,2.03E-212,M-MDSC,Vma21
Acaa2,1.55E-216,0.41599575,0.573,0.2,3.23E-212,M-MDSC,Acaa2
Aebp21,1.90E-216,0.424751041,0.67,0.26,3.95E-212,M-MDSC,Aebp2
Ubr5,2.25E-216,0.479251571,0.837,0.391,4.68E-212,M-MDSC,Ubr5
Insr,3.97E-216,0.294617254,0.556,0.179,8.26E-212,M-MDSC,Insr
Ctnnbip1,4.45E-216,0.322483677,0.503,0.155,9.25E-212,M-MDSC,Ctnnbip1
Rps6ka3,4.63E-216,0.488779702,0.747,0.315,9.63E-212,M-MDSC,Rps6ka3
Rab14,2.77E-215,0.528243604,0.881,0.434,5.77E-211,M-MDSC,Rab14
Mfsd14b,2.89E-215,0.362873088,0.708,0.287,6.01E-211,M-MDSC,Mfsd14b
Tnks21,4.86E-215,0.448708924,0.77,0.332,1.01E-210,M-MDSC,Tnks2
Tacc2,7.12E-215,0.37739753,0.368,0.083,1.48E-210,M-MDSC,Tacc2
Cd68,1.11E-214,0.504149182,0.875,0.357,2.30E-210,M-MDSC,Cd68
Pde3b,1.51E-214,0.443971829,0.722,0.303,3.15E-210,M-MDSC,Pde3b
Il1a,1.54E-214,0.560227678,0.941,0.532,3.21E-210,M-MDSC,Il1a
Pid1,1.77E-214,0.595422883,0.747,0.309,3.68E-210,M-MDSC,Pid1
Tppp3,3.60E-214,0.529979054,0.398,0.097,7.48E-210,M-MDSC,Tppp3
Sqstm1,4.27E-214,0.69978873,0.945,0.597,8.88E-210,M-MDSC,Sqstm1
Ankrd17,6.44E-214,0.647342316,0.903,0.487,1.34E-209,M-MDSC,Ankrd17
Rpl37a1,7.18E-214,0.594037013,0.992,0.756,1.49E-209,M-MDSC,Rpl37a
